Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Creating Smooth Motion in Animation,"Getting animation to look ""right"" is an exercise in timing.  In this course, you'll look at various ways to create smooth motion. Author George Maestri shows how to manage animation curves, animate along a path, understand the mechanics of smooth rotations, smooth with motion blur, and create smoother cycles—introducing tricks that will work in nearly any standard animation package.",Course,2018-11-10 17:17 UTC,N/A,false,N/A,
Web Video: Develop Your Video Presence,"Join Rick Allen Lippert as he shows you how to conduct yourself on camera and make a positive impression in front of the lens. This course covers basic issues like posture, eye contact, vocal tone, and choosing the right clothing and makeup. Rick also explains how to move across the stage fluidly and handle props, as well as what to do when you make the inevitable mistake.",Course,2019-01-06 23:33 UTC,N/A,false,N/A,
Photoshop 2022 Essential Training,"Whether you’re an experienced creative professional or just looking to make the most out of your new camera, learning how to use Photoshop 2022 efficiently and effectively is the best investment you can make to get the most out of your pixels. Photoshop is a deep, complex, and at times, intimidating product. In this course, instructor Julieanne Kost filters out the noise and complexity to help you quickly achieve the results you want.<br><br>Julieanne walks through the fundamentals of digital imaging—from working with multiple images to customizing the Photoshop interface. She explains how to choose the right tools to crop, tone, and retouch photos, while always maintaining the highest-quality output. She also demonstrates the most efficient ways to perform common tasks, including working with layers, selections, and masking. Along the way, learn the secrets of nondestructive editing using Smart Objects, how to create animated GIFs, and much more.",Course,2022-12-27 14:05 UTC,N/A,false,N/A,
Photoshop Retouching: Hair,"Hair can be difficult to manage off camera; sometimes even on-set stylists can't make it look perfect on camera. That job often falls to the retoucher. Learn how to enhance the look of different types and textures of hair, under the guidance of master retoucher Timothy Sexton. He shows you how to use Adobe Photoshop's tools, such as Clone Stamp, to maintain the natural flow and appearance of hair while making it look what the industry deems lux—soft, full, and voluminous. Then Timothy shows you how to bump it up a notch for a look you might see in a typical hair care advertisement, and shows how to style curly hair, thin hair, and men's hair.",Course,2018-08-25 01:27 UTC,N/A,false,N/A,
Learning BIM 360 Design (2019),"For teams using Revit, worksharing enables multiple users to access, and make changes to, a single Revit project simultaneously. Using BIM 360 Design, you can extend worksharing to the cloud. In this course, Paul F. Aubin explores how using BIM 360 Design allows you and a team of coworkers to store your central model in a secure, cloud-based hub and work on it as if it were stored on your local server. This makes it easy for firms with distributed teams across multiple physical offices to work together seamlessly. Plus, the functionality of BIM 360 Design leverages the cloud-based team sharing solutions from Autodesk, which means that your Revit models and other associated project files can be made accessible to all stakeholders in a secure environment complete with granular permissions.",Course,2019-03-06 04:48 UTC,N/A,false,N/A,
Python: Advanced Design Patterns (2018),"Design patterns encourage clean programming. In this course, take a look at some advanced design patterns as applied to Python. Instructor Jungwoo Ryoo begins by looking at why-or why not-use design patterns in the first place. Jungwoo then steps through some design best practices, going over topics such as quality attributes and domain-specific patterns. He also introduces some practical design patterns described by the Gang of Four, including Command, Interpreter, and Memento. Plus, he helps you grasp how these patterns actually work at the code level by walking through sample scripts.",Course,2018-12-11 17:45 UTC,N/A,false,N/A,
Painting and Developing a Composition,"We asked illustrator Mary Jane Begin to create a brand-new composition from three (surprise) elements. The goal? To teach members how to think about composition in terms of visual interest and implied story. In these videos, Mary Jane creates thumbnail sketches to conceptualize the layout and chooses the thumbnail that best communicates the message. She then translates that thumbnail into a larger sketch and uses color and texture to pull together a composition suitable for showing to a client or using as the basis for a final painting or illustration. These lessons show how an artist works on her feet, and puts concepts such as the rules of thirds, negative space, and drawing from reference materials into a real-world context.",Course,2019-01-28 12:38 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-04-15 22:29 UTC,N/A,false,N/A,
Cert Prep: LEED Green Associate,"Are you both passionate and  knowledgeable about the latest green building principles and practices? If so, earning the LEED Green Associate credential can help you advance your career by demonstrating your expertise in sustainable design, construction, and building operations. In this course, instructor Fulya Kocak Gin gives you an overview of what to expect on the LEED Green Associate exam and provides background on the key topics and concepts you need to know. Fulya covers alternative transportation options, sustainable site strategies, ways to reduce energy and water use, renewable energy solutions, enhanced indoor air strategies, and much more. Plus, she includes a practice exam so you can solidify your understanding of the concepts covered in this course.",Course,2022-12-29 19:29 UTC,N/A,false,N/A,
Introduction to Geometric Dimensioning and Tolerancing,"When your design and tolerance constraints are lost in translation, you can end up with out-of-tolerance parts that hold up the manufacturing process and cost you money. Geometric Dimensioning and Tolerancing (GD&T) is a system that engineers and manufacturers can use to communicate essential details of how products are to be manufactured. Engineers need to express required tolerances when they put out a request for quotes, and manufacturers need to tell prospective customers what their limits are. In this course, instructor Kipp Bradford shows how to clearly communicate both of these needs, covering the basics of GD&T from both the engineering and machinist perspectives. Learn about essential GD&T rules, terms, and symbols; GD&T tools in CAD; interpreting GD&T in CAD models;  and more.",Course,2019-02-25 11:18 UTC,N/A,false,N/A,
Modeling a Cartoon Character in Maya,"Learn how to model a simple cartoon character in Maya, and get the skills to create your own cartoon creatures, great and small. In this course, author George Maestri reviews the basics of character design, and shows how to model the body, arms, and legs of a character and add details such as facial features. He also details how to UV map your model for seamless application of textures and materials, which you'll add in the last chapter of the course using Adobe Photoshop and Maya's own 3D Paint tool.",Course,2018-08-19 14:10 UTC,N/A,false,N/A,
Animating Cartoon Characters in Maya,"Now that you've rigged your characters, it's time to make them move. Starting from where <em>Modeling a Cartoon Character in Maya</em> left off, George Maestri teaches five simple steps to creating exaggerated cartoon animation in Maya. Using the rig developed in the previous course, he shows how to animate a walk, create a jump, animate changes in facial expression and posture, animate a ""zip out"" or quick exit, and then show how to finalize and render the complete project. Throughout the course, George touches on animation principles such as squash and stretch, exaggeration, follow-through, and overlapping action.",Course,2018-12-29 23:10 UTC,N/A,false,N/A,
Revit: Modeling European Historic Elements,"Historic European facade elements are a big component of architecture all over the world. Whether it's a Tudor style roof on a house in the US or gothic accents on an urban renewal project in Germany, these elements can be challenging to create in Revit. In this course, Fanny Angeles shows you techniques and best practices for creating these important historic styles in Revit. If you’re ready to use Revit to travel back in time and learn about medieval, Tudor, and Stuart architecture, join Fanny in this course.",Course,2023-10-04 17:28 UTC,N/A,false,N/A,
3ds Max: Rendering for Composites,"Learn how to use the extensive range of tools in 3ds Max to render out elements for compositing. In this course, Joel Bradley shows how to break a project down into manageable pieces with 3ds Max's Render Elements feature and manage the render passes with the State Set tools. He explores this pipeline via three mini projects that take a shot from breakdown to final composite. First, he sets up and renders the elements in 3ds Max. Second, he ""pre-composites"" and outputs the files using the Compositor Link panel. Finally, Joel jumps into After Effects, where he adds post-production effects such as per-object color corrections, reflections and refractions, atmospheric haze, and motion blur.",Course,2018-08-18 14:29 UTC,N/A,false,N/A,
Maya 2016 Essential Training,"Need to learn Maya? Start here. This course covers the latest features in Maya 2016, while giving you a strong foundation in all the core tools, including 3D modeling, texturing, rendering, animation, and more. It starts with the basics of selecting and manipulating objects and organizing scenes, as you learn the interface and explore Maya's features. Author George Maestri then takes you through polygonal modeling, creating and refining meshes, sculpting, and NURBS modeling. After you begin to understand modeling, George will show you how to create and apply materials to surfaces—adding color, texture, and reflectivity. He'll then integrate cameras, lighting and depth-of-field effects in the rendering process, and finally, show how to add movement and life to your work with Maya's animation tools.",Course,2019-01-06 19:35 UTC,N/A,false,N/A,
BIM Management: Careers,"With building information modeling (BIM) taking over the architecture, engineering, and construction fields, BIM managers are in high demand. Interested in jump-starting a career in this growing field? This course can help. Join  Brian Myers as he helps you decide whether a career in BIM management is right for you. Brian describes the various roles you can take and the impact you can have on an organization and project. Learn about the skills you'll need to excel in the BIM field, your educational options, and resources and support systems that can help you along the way. Plus, get advice on how to retool your resume and boost your online presence.",Course,2019-01-14 10:36 UTC,N/A,false,N/A,
SOLIDWORKS 2024 Essential Training,"SOLIDWORKS is the premier product-design software—enabling you to deliver innovative solutions to market faster. In this course, Gabriel Corbett teaches you how to build ready-to-manufacture parts and assemblies as well as detailed drawings and itemized bills of materials in SOLIDWORKS 2024. Learn how to create 2D sketches and then extrude, revolve, loft, and sweep these features into 3D objects. Find out how to make cuts and create standard holes, and explore more advanced modeling techniques using blocks, mirroring, and the SOLIDWORKS pattern tools. Then review best practices for putting parts together in assemblies and creating detailed drawings. Join Gabriel in this course and learn to use all the core design tools in SolidWorks and have the design fundamentals to pave the way to higher level concepts and designs.",Course,2025-10-02 01:09 UTC,N/A,false,N/A,
Learning ArchiCAD,"ArchiCAD's simple and intuitive approach to building information modeling makes it the perfect tool for a fast and easy implementation. <em>Up and Running with ArchiCAD</em> opens the doors of ArchiCAD—and BIM—to architects and students of all levels.<br><br>

ArchiCAD expert Thiago Mundim shows you how to use the ArchiCAD tools needed to model, document, and publish your design. He begins with covering the interface basics, navigating your BIM model, and modeling essential architectural elements in 2D and 3D. Then he outlines how to document your design, adding sections, elevations, dimensions, and details. Finally, you'll learn how to set up layout sheets and publish designs in common formats such as PDF and DWG. Thiago also shows you how to export drawings to the free BIMx app for tablets and smartphones, so you can take your ArchiCAD work anywhere.",Course,2019-12-10 05:22 UTC,N/A,false,N/A,
Creating a Finished Character Animation in Blender,"With its free, professional-grade toolset, Blender gives 3D artists the ability to animate and tell stories they only dreamed of in the past. In this course, learn to use Blender to breathe life into a character and tell a story with animation and dialogue. The goal of the course is to combine video references with the principles of character animation to create a walking, talking animated person: Arthur, a disgruntled office worker and thwarted musician. Learn how to use the animation tools in Blender, work with a dialog track, and flesh out and light the scene. Your guide, David Andrade, provides tips to help you imagine your own character's inner life and an overview of the post-production process for rendering the final video.",Course,2018-10-12 14:47 UTC,N/A,false,N/A,
Learning Python (2021),"<p>Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.</p>
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/anaconda-python-for-data-science-professional-certificate"" target=""_blank"">Professional Certificate</a> from Anaconda.</p>",Course,2023-01-04 13:43 UTC,N/A,false,N/A,
After Effects Guru: Working with Vectors,"Join Ian Robinson for a closer look at all of the different ways to animate vector graphics in Adobe After Effects. But rather than focusing on just the tools native to After Effects, he explores why you should consider integrating Photoshop and Illustrator into your vector motion-graphics workflow. Learn about time-saving vector creation tools native to each application, from the Custom Shape tool in Photoshop to the Blend tool in Illustrator. Ian also shows how to tie all of these elements together while exploring how to import and animate vectors in After Effects with shape layers and the dynamic effects Stroke and Vegas.<br><br>

This course was created and produced by RHED Pixel. We're honored to host this content in our library.",Course,2018-10-07 05:36 UTC,N/A,false,N/A,
"Mechanical Systems: Reading HVAC, Plumbing, and Other Drawings and Schematics","If you are new to the mechanical construction or maintenance industry and have wondered what all the different shapes and symbols on a mechanical drawing mean, this course is for you. Instructor Christopher Randall explains how to read the drawings and schematics for heating, venting, and air conditioning systems as well as plumbing and piping plans. Learn the difference between process flow diagrams (PFDs) and piping and instrument drawings (P&IDs), how to read and name components of both a simple and a complex P&IDs, and how to read the specific symbols and marks on hydraulic diagrams. Join Christopher in this course to gain a solid understanding of the purpose of each of these drawings and, even better, how they work together.",Course,2023-07-13 23:50 UTC,N/A,false,N/A,
ZBrush: Stylized Sculpting,"If you are new to ZBrush and looking for practice, look no further. Explore these interesting and easy sculpting techniques for ZBrush designed specifically for beginning and intermediate users. Artist Michael Ingrassia covers many of the basics that can often be confusing when first learning ZBrush's unique interface. He also shows how to ""think traditional"" and translate analog sculpting techniques to ZBrush tools. Along the way, he demos his favorite brushes and introduces techniques for masking, creating alpha maps, moving and duplicating geometry, and stamping shapes and textures. Each technique is showcased in a fun and multifaceted project that takes full advantage of ZBrush's powerful features, and the materials, brushes, and concept art are all included with the exercise files.",Course,2018-10-28 10:19 UTC,N/A,false,N/A,
Creating a Short Film: 02 Writing,"<em>Creating a Short Film</em> is a 13-part training series that shows the actual struggles and challenges filmmakers have to overcome to get films made. Author Chad Perkins and his team made a short film, <em>The Assurance</em>, and documented the process: from writing and directing to editing and screening the film. In this installment, Chad covers the basics of <b>writing</b> a great script—turning your ideas into cinematic gold. Learn the fundamentals of storytelling: believable characters that develop over the course of the film, engaging conflict, and strong story structure. Find resources to inspire your next idea and the screenwriting software that will help you format your script. Learn the specifics of writing a fantasy film, and watch as Chad and his team write, polish, and rewrite their script over the course of production—making the hard choices to abandon some great moments to make a better movie.<br><br>.

Make sure to watch the first installment to learn about the background of the project and to get an overview of the role of the producer. Watch the follow-up episodes to learn more about pre-production, directing, working with actors, editing and visual effects, and everything else that goes into filmmaking. This is a one-of-a-kind educational experience you won't find anywhere else.",Course,2018-10-24 04:43 UTC,N/A,false,N/A,
Revit 2018: New Features for Architecture,"Discover the new features and enhancements in Revit 2018. If you have been using Revit for a while and want to get up and running with the latest features right away, this is the place to start. Each video in the course is self-contained and focuses on a single feature or enhancement.",Course,2019-07-31 22:24 UTC,N/A,false,N/A,
Modeling an F1 Wheel with Autodesk Alias Subdivision,"Have you ever wanted to explore the world of concept modeling but didn't have the time to learn a new interface or application? With Autodesk expanding the capabilities of Alias to include subdivision modeling, you can now dive into concept development without having to learn a new interface or application. In this course, Veejay Gahir demonstrates a typical workflow by taking a sketch of a Formula 1 race car steering wheel and showing how to model and render a fully realized version in Alias. Veejay shows how to import the sketch, use subdivision (SubD) modeling techniques to create the basic shape, and add details like buttons and switches, and logos. With the capabilities of Alias coupled with the unique commands developed exclusively for subdivisions, Alias users can now use a familiar interface to learn a new skill.",Course,2023-07-04 22:17 UTC,N/A,false,N/A,
Career Wellness Nano Tips with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this course, get some quick tips on how to better manage your work life and career. Check out some practical advice on workload prioritization, emotional self-regulation, and managing overwhelming work experiences. Also learn how to bring empathy to work, receive feedback with confidence, and even find out the real reason behind procrastination.",Course,2023-06-19 12:33 UTC,N/A,false,N/A,
Photoshop: Creative Blurring,"Expand your thinking beyond Gaussian Blur. The new set of creative blurring tools in Photoshop CC 2014 allows you to take your photography and digital art to new heights. In this course, photographer and educator Chris Orwig shows how to use the filters in the Blur Gallery (including Field Blur, Iris Blur, Tilt-Shift, and more) in creative projects like these:<br><br>
<ul>
<li>Adding movement and energy to photos</li>
<li>Creating illustrations</li>
<li>Enhancing portraits</li>
<li>Building a book cover with typography and blur</li>
<li>Improving color</li>
<li>Crafting an ethereal look</li>
</ul>
<br><br>
So grab your copy of Photoshop CC and get started taking your imagery to a new creative level.",Course,2018-08-23 14:19 UTC,N/A,false,N/A,
AutoCAD: Plotting & Publishing,"When it comes to CAD, ""plotting"" refers to everything around printing and page setup, while ""publishing"" refers to electronic output. These techniques are intertwined in AutoCAD. The goal of both is to clearly communicate design intent to the contractors, architects, and engineers involved in the project. Watch this course to learn how to plot and publish your own drawings effectively, using the appropriate tools and settings within AutoCAD 2016. Shaun Bryant covers scaling views, customizing page setups for layouts, and assigning plot styles to change the appearance of your drawings when they go to plot or publish. He also shows how to adjust individual settings in the Plot and Publish dialogs, so that you end up with smart, readable printouts, DWFs, and PDFs.",Course,2019-03-08 01:07 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2811722,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2811722,Course,2020-03-12 19:40 UTC,N/A,false,N/A,
Learning VUE,"Creating convincing natural environments is no longer a challenge with VUE, the program used to model and render the photorealistic backdrops seen in blockbuster movies like <em>Avatar</em>. It's a standalone program that integrates seamlessly with many major 3D applications via optional plugins. In this course, you'll see how easy it is to create photorealistic environments in VUE.<br><br>

Author Aaron F. Ross covers sculpting and procedurally generating terrain, adding realistic lighting and atmospherics, and creating thousands or even millions of natural objects such as trees, rocks, and plants in an instant with EcoSystems. With VUE's powerful tools and Aaron's instruction, you'll have everything you need to start building landscapes, oceans, atmospheres, ecosystems, and other realistic digital worlds.",Course,2019-07-09 06:17 UTC,N/A,false,N/A,
Data Ingestion with Python,"A sizable portion of a data scientist's day is often spent fetching and cleaning the data they need to train their algorithms. In this course, learn how to use Python tools and techniques to get the relevant, high-quality data you need. Instructor Miki Tebeka covers reading files, including how to work with CSV, XML, and JSON files. He also discusses calling APIs, web scraping (and why it should be a last resort), and validating and cleaning data. Plus, discover how to establish and monitor key performance indicators (KPIs) that help you monitor your data pipeline.",Course,2024-06-16 12:40 UTC,N/A,false,N/A,
SOLIDWORKS: Simulation for Finite Element Analysis,"SOLIDWORKS Simulation offers tools that can help you test your designs and determine how to best enhance the quality of your products. In order to perform effective stress analysis, designers need to know not only the SOLIDWORKS Simulation user interface, but also the methodology and application of finite element analysis (FEA) in general. This course introduces how to set up a model for FEA analysis, run the analysis, and interpret the results to optimize your SOLIDWORKS models. Upon completing this course, you'll have the knowledge you need to carry out FEA with confidence.",Course,2018-08-22 00:40 UTC,N/A,false,N/A,
Motion Control 3D: Bringing Photos to Life in Three Dimensions with After Effects and Photoshop CC (2019),"Have you looked at a photo and wished you were there, or wondered what the scene looked like to the photographer? Now you can bring your photos to life by adding motion and depth. Author Rich Harrington reveals how you can transport your photos into a three-dimensional world using Adobe Photoshop and After Effects. The course shows you how to select the right images and resolutions; how to use masks and layers to build a layered composition in Photoshop; and how to animate and light the elements of the scene in After Effects. The techniques is useful for documentary filmmaking, web content, and TV commercials. Rich even shows how to render your project in full 3D for compatible platforms like YouTube, or in a typical broadcast format suitable for television or streaming.",Course,2020-03-12 20:10 UTC,N/A,false,N/A,
Drawing Foundations: Figure,"Learn the foundations of figure drawing: techniques for bringing the human form to life on paper. Artist and teacher Amy Wynne breaks down a classical approach to figure drawing into simple steps: capturing gesture and motion, mapping out structure and form, understanding the common ""landmarks"" of the body, drawing proportionally, and adding volume with shapes and shadows. Filmed on premise in a professional art studio, this course shows how to work with live models and different drawing materials. It's ideal for beginners who are just learning to draw the human figure as well as experienced artists who want to brush up their drawing skills. Follow along with Amy's tutorials and then use the worksheets and sample poses in the exercise files to practice figure drawing in your own time.",Course,2019-12-04 14:19 UTC,N/A,false,N/A,
Treating Go as an Object-Oriented Language,"Did you know that treating Go like an object-oriented programming language can allow you to create more functional and more powerful behavior? Join instructor Frank P Moley III in this hands-on, interactive course to practice advancing your skills in Go, the popular, statically typed programming language. This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice to advance your coding skills. Frank helps you boost your skills as a Go programmer with specific, coding challenges that treat Go like an object-oriented language. Practice creating and working with structs, synthesizing classes, and leveraging encapsulation, composition, and polymorphism, building object-oriented behavior as you go.",Course,2024-03-20 00:23 UTC,N/A,false,N/A,
Revit: Rendering (2015),"Want to create photorealistic renders of your Revit projects? You don't have to go anywhere else. Learn how to create high-quality output directly from Revit with these fast-paced tutorials. Author Paul F. Aubin starts the rendering process by creating a detailed 3D view of an existing architectural model. Then he'll add sweeps, fascia, and other details, and show how to use Revit's Materials Editor to customize finishes and surfaces. The course also reviews the natural and artificial lighting features of Revit, including sunlight and location settings, artificial lights, and lighting schemas, and the rendering settings that ensure you get the best quality output—from your computer or from the cloud. Plus, learn how to create dynamic animated walkthroughs and experiment with additional render styles, such as a hand-sketched look.",Course,2019-03-07 20:18 UTC,N/A,false,N/A,
Revit: Managing Location Coordinates,"If you are new to Revit (particularly if you are coming from an AutoCAD background), the approach Revit takes to coordinates, positioning, and origin points can be a little baffling. The trick is that coordinates, movements, and measurements in Revit are always relative to something else. In this course, you'll explore the Revit coordinate system and see how files relate to one another when linked. Author Paul F. Aubin also shows you how to set up shared coordinates, link files with shared coordinates, and maintain the relationship as the project progresses. If you have let the Revit approach to coordinates intimidate you, this course will give you the tools you need to begin using them with confidence.",Course,2018-10-03 16:31 UTC,N/A,false,N/A,
Maya: Render Setup System (2016),"Rendering can be the rewarding final step at the end of a long 3D modeling process. Or it can be a frustrating chore. It all comes down to the right settings. Now, with Maya 2016 Extension 2, animators have access to the Render Setup dialog, which provides everything you need to manage multiple renders within a single window. This targeted training course explores Maya's new Render Setup dialog and Light Editor. Install the extensions and get started setting up render layers and creating collections: groups of objects that you want to render on each layer. Author George Maestri helps you adjust the shading, materials, and lighting of objects in your scene and render the final results using this new tool.",Course,2018-08-19 05:14 UTC,N/A,false,N/A,
Presenting Technical Information with Stories,"<p>Technical information can be dry and hard to understand. But that doesn’t mean your presentation has to be. Storytelling can transform technical talks into dynamic and energizing presentations. In this course, you can learn the top reasons why audiences tune out and discover techniques to make your complex material more memorable and engaging. Instructors Poornima Vijayashanker and Karen Catlin share how to improve your public speaking skills and use storytelling to increase engagement and retention. They show how to identify a story to use, build credibility with your story, and test it to make sure it will engage your audience. The course is filled with real-world examples that show how these lessons impact actual audiences. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/public-speaking-skills-professional-certificate-by-toastmasters-international"" target=""_blank"">Professional Certificate</a> from Toastmasters International.</p>",Course,2020-10-09 02:22 UTC,N/A,false,N/A,
SketchUp for Architecture,"<i>SketchUp for Architecture</i> offers architects the information they need to get the most from SketchUp, the intuitive CAD program for transforming simple drawings into 3D presentations that will impress any client. This installment—the first in a three-part series—kicks off with an overview of the SketchUp interface and workflow and dives into a typical residential building project, taking students from creating the site plan to building the walls, floor, and roof of the house. Instructor Paul J. Smith also shows how to make models more realistic with materials and add believability with landscaping, fixtures, furnishings, and appliances. You can also see how to use styles and how to create the elevations and plans you'll need to complete the rest of the courses in the training series. Plus, learn how to take advantage of organizational features in SketchUp such as layers and components.",Course,2019-11-04 08:40 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5912550,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5912550,Course,2024-07-21 16:50 UTC,N/A,false,N/A,
After Effects Guru: Working with 3D in C4D Lite,"<em>After Effects Guru</em> helps you dig deep into advanced After Effects options and techniques. This first installment focuses on the new CINEMA 4D (C4D) Lite plugin—a slimmed down version of MAXON's 3D modeling program offered with After Effects CC—and the exciting ways the two programs integrate.<br><br>

Author Ian Robinson walks through the basics of using C4D Lite and moving between C4D and After Effects. Learn to match your frame rates and project settings, create 3D type and other models, apply materials, add animation, and output your project for compositing in After Effects. Covering the basic linear workflow, this course is the perfect introduction for the experienced After Effects artist who's new to the C4D workflow.<br><br>

This course was created by Ian Robinson and produced by Rich Harrington. We are honored to host this content in our library.",Course,2019-02-03 14:05 UTC,N/A,false,N/A,
Rigging a Winged Animal in Maya,"Learn how to rig an entire bird character from start to finish in Maya. Jason Baskin takes you through the complete process, starting with a virtual skeleton—positioning joints and orienting them so that they behave predictably. You'll add controls so an animator can later keyframe and pose the character, concentrating on the wings and then moving to the feet and back. Then you'll establish the feather behavior, adding controls and attributes that allow the wing to be shaped for flight or rest. Jason even shows how to create squash, stretch, and bend deformations for more cartoonish animation styles. Finally, you'll bind the mesh to the skeleton and take your bird for a test flight.",Course,2018-08-27 00:26 UTC,N/A,false,N/A,
Learning MATLAB (2018),"MATLAB is one of the most popular programming languages today for engineers and scientists, and with good reason-it allows analysts to work efficiently with large amounts of data. Instructor Steven Moser shows you how to harness the MATLAB tools and create programs to model your own data and hypotheses. First, learn how to create basic variables and cell arrays, and work with the core MATLAB syntax, which is significantly different than other programming languages. Then discover how to create scripts and functions, work with matrices, debug your program, and import data. To illustrate your findings, Steven shows how to create 2D and 3D plots, add annotations, and incorporate images. The final chapter covers Simulink, the MATLAB block diagram tool.",Course,2018-08-29 03:57 UTC,N/A,false,N/A,
Illustrator One-on-One: Fundamentals,"Learn how to use Adobe Illustrator 2021 in the first of three comprehensive training courses by industry pro Deke McClelland. Deke demonstrates how to work with artboards; how to draw with the Pencil, Curvature, and Pen tools; and how to organize color with swatches. Deke also covers drawing shapes, adjusting strokes, formatting text with variable fonts, painting freeform artwork with or without a tablet, and more.",Course,2024-03-02 16:23 UTC,N/A,false,N/A,
Managing Projects with Microsoft Teams (2022),"Microsoft Teams is the communication and teamwork hub of Microsoft 365. Teams brings together the conversations, files, and meetings that team members collaborate on together—making it an ideal tool for managing projects. In this course, Microsoft Certified Trainer, Microsoft MVP, and project manager Heather Severino walks through everything you need to know to manage small- to medium-sized projects in Teams. Heather starts by showing how to set up a team and manage permissions. She then covers how to manage files, connect SharePoint lists and pages, take notes, manage online meetings, and collect project feedback. Plus, Heather explains how to be even more efficient in Teams by using keyboard shortcuts and leveraging existing teams as templates.",Course,N/A,N/A,true,N/A,
Zbrush: Concept Kitbashing,"Using the kitbashing technique, you can speed up your ZBrush workflow by quickly producing detailed concepts in 3D. In this course, instructor Pablo Muñoz dives into the topic of kitbashing in 3D, sharing its benefits for rapid prototyping in ZBrush. Pablo explores multiple methods for creating organic and hard surface models using custom kits. Throughout the course, he shares various techniques for reusing resources to create completely different objects.",Course,2018-11-30 02:24 UTC,N/A,false,N/A,
Build a Successful Career in Project Management,"Do you want to get into project management? Maybe you’re already in project management, but you want to grow. Either way, this course shows you how to transition into project management, develop a strong brand, and advance your project management career. Project management and marketing expert Oliver Yarbrough walks you through how to create a solid foundation for your career, gain relevant experience, and advance to the next level. Oliver discusses how to grow a career instead of a job, determine your motivation, and think entrepreneurially. He points out three paths to project management and how to get the experience you need in each scenario. Oliver goes over ways you can continue to grow your career, then finishes up with a series of pro tips, like earning in-demand credentials and developing a strong brand.",Course,N/A,N/A,true,N/A,
JavaScript Essential Training (2017),"JavaScript is a scripting language of the web. As the web evolves from a static to a dynamic environment, technology focus is shifting from static markup and styling—frequently handled by content management systems or automated scripts—to dynamic interfaces and advanced interaction. Once seen as optional, JavaScript is now becoming an integral part of the web, infusing every layer with its script.
<br><br>Through practical examples and mini-projects, this course helps you build your understanding of JavaScript piece by piece, from core principles like variables, data types, conditionals, and functions through advanced topics including loops, closures, and DOM scripting. Along the way, you will also be introduced to some ES6 and the basics of JavaScript libraries.",Course,2019-12-17 12:43 UTC,N/A,false,N/A,
Power BI and BIM: Analysis and Visualization,"Do you want to build a career in BIM (building information modeling)? Are you interested in learning how to leverage Revit, Power BI, and Excel together? Instructor Brian Myers introduces you to tools that can help you. Learn what Microsoft Business Intelligence is and how it benefits the design communication process. Examine the differences between Power BI versions. Find out how to start a Power BI project, then explore the Power BI interface. Learn about sources for design data. Next, Brian explains Power BI project essentials, such as page size, text placement, use of images, and dividing your data into presentation options. Learn how to create a schedule in Revit and how to format and export data from Revit to Excel. Review types of data sources and how fields are used. Brian also goes into how to associate data sources, use visualizations, and filter your data. After this, he teaches a variety of floor plan tricks.",Course,2023-04-21 18:19 UTC,N/A,false,N/A,
